car_name,manufacturing_year,milage,ownership,engine cc,fuel_type,"car_price (JPY 10,000)",auction_house
Nissan GTR,01-Aug-01,147515 kms,4th owner,2500,Electric,36.8,USS Tokyo
Nissan Skyline,05-Apr-15,269567 kms,4th owner,4000,Electric,16.8,GNN Osaka
Nissan X-Trail,12-May-92,85575 kms,1st owner,1500,Diesel,6.8,IMA East
Honda Fit,09-Aug-00,189600 kms,4th owner,2500,CNG,26.8,NAA Osaka
Mitsubishi Pajero,15-Dec-09,202451 kms,4th owner,660,Diesel,16.8,NAA Osaka
Suzuki Alto,19-Nov-13,149414 kms,2nd owner,1500,Gasoline,6.8,HAA Kobe
Mitsubishi Pajero,20-Aug-12,44563 kms,3rd owner,2500,CNG,26.8,TAA Nagoya
Lexus RX,20-Jan-19,27676 kms,1st owner,3000,Gasoline,26.8,HAA Kobe
Subaru Outback,31-Aug-16,242381 kms,2nd owner,2500,Electric,36.8,GNN Osaka
Nissan Patrol,16-Jan-05,266625 kms,1st owner,4000,Electric,6.8,SMAP Tokyo
Mitsubishi Pajero,08-Aug-96,163240 kms,4th owner,2000,Hybrid,46.8,TAA Nagoya
Mazda Demio,19-Jun-20,273383 kms,2nd owner,4000,CNG,16.8,SMAP Tokyo
Subaru Impreza,20-May-20,157357 kms,1st owner,4000,Hybrid,56.8,TAA Nagoya
Mitsubishi Lancer,19-Jan-21,165248 kms,4th owner,4000,Gasoline,16.8,KCAA Kyushu
Suzuki Alto,31-Aug-10,235973 kms,3rd owner,3500,Hybrid,46.8,SAA Sapporo
Mitsubishi Lancer,18-Oct-12,139996 kms,2nd owner,4500,CNG,16.8,CAA Chubu
Daihatsu Mira,18-Aug-12,128876 kms,1st owner,2000,Electric,16.8,CAA Chubu
Daihatsu Mira,08-Feb-05,31838 kms,4th owner,3500,Gasoline,6.8,NAA Osaka
Lexus IS,30-Nov-16,143511 kms,2nd owner,2500,Gasoline,26.8,NAA Osaka
Daihatsu Hijet,21-Sep-09,42612 kms,2nd owner,4000,Hybrid,56.8,TAA Nagoya
Suzuki Vitara,20-Dec-04,48568 kms,3rd owner,2000,Hybrid,56.8,RAA Ryutsu
Daihatsu Move,20-Jun-96,56270 kms,1st owner,660,Diesel,6.8,GAO! Nagoya
Toyota Land Cruiser,20-Jan-92,164800 kms,3rd owner,4500,Diesel,6.8,NTAA Tokyo
Mazda Axela,13-Feb-08,280333 kms,4th owner,4000,Gasoline,6.8,GNN Osaka
Honda CR-V,23-Dec-91,145435 kms,3rd owner,3000,CNG,26.8,HERO Saitama
Mazda CX-5,27-Dec-92,295110 kms,4th owner,3500,Diesel,6.8,CAA Chubu
Subaru Impreza,16-Nov-06,269589 kms,3rd owner,4000,Gasoline,6.8,HAA Kobe
Mazda CX-5,02-Jan-07,27921 kms,2nd owner,3500,Gasoline,6.8,USS Tokyo
Subaru Legacy,02-Oct-94,280643 kms,4th owner,3000,Diesel,36.8,CAA Chubu
Honda Odyssey,10-Nov-01,261619 kms,3rd owner,3500,Gasoline,6.8,HERO Saitama
Subaru Legacy,25-Dec-03,170846 kms,3rd owner,1500,Diesel,16.8,CAA Chubu
Nissan Note,12-Jun-18,77689 kms,4th owner,4500,Diesel,16.8,Honda Auto Auction Fukuoka
Subaru Impreza,23-Oct-90,282874 kms,1st owner,3500,CNG,16.8,NAA Osaka
Nissan Altima,05-Feb-09,160337 kms,2nd owner,3000,Electric,36.8,KIX Kansai
Subaru Legacy,19-Jun-22,258767 kms,2nd owner,3000,Hybrid,66.8,HERO Saitama
Daihatsu Hijet,21-Dec-96,49383 kms,2nd owner,4500,Diesel,16.8,JU Kanagawa
Toyota Land Cruiser,09-Sep-16,75947 kms,2nd owner,3500,Electric,16.8,SMAP Tokyo
Toyota Hiace,18-May-98,125029 kms,1st owner,2000,Hybrid,56.8,SAA Sapporo
Mitsubishi Lancer,01-Mar-10,90482 kms,1st owner,3000,Hybrid,66.8,NTAA Tokyo
Daihatsu Mira,23-Nov-17,208186 kms,3rd owner,2000,Electric,16.8,HERO Saitama
Lexus IS,09-Jan-17,48179 kms,4th owner,2000,Diesel,16.8,GAO! Nagoya
Suzuki Jimny,22-Apr-97,178131 kms,4th owner,1500,Hybrid,56.8,JU Kanagawa
Lexus IS,13-Jul-05,235956 kms,2nd owner,3500,Gasoline,16.8,NTAA Tokyo
Daihatsu Move,17-Mar-12,267218 kms,2nd owner,1500,Electric,16.8,NTAA Tokyo
Honda Odyssey,27-Mar-02,106354 kms,1st owner,4000,Hybrid,56.8,TAA Nagoya
Subaru Legacy,19-Mar-09,144551 kms,2nd owner,2500,Gasoline,26.8,JU Kanagawa
Mazda Axela,26-Jul-14,64296 kms,1st owner,2500,Diesel,26.8,JU Kanagawa
Mazda RX-7,17-Jun-90,230692 kms,1st owner,2000,Electric,16.8,LAA Kansai
Toyota Land Cruiser,21-Aug-09,23750 kms,1st owner,3000,Hybrid,76.8,SMAP Tokyo
Nissan GTR,07-May-14,177218 kms,1st owner,1500,Gasoline,16.8,USS Tokyo
Mazda Axela,05-Jan-99,126619 kms,4th owner,4000,Diesel,16.8,HERO Saitama
Honda Civic,14-Sep-10,197673 kms,2nd owner,2000,CNG,6.8,NAA Osaka
Suzuki Vitara,01-May-03,231295 kms,1st owner,3000,Electric,26.8,HAA Kobe
Subaru Legacy,28-Sep-20,257170 kms,1st owner,1500,Hybrid,56.8,KCAA Kyushu
Nissan Skyline,30-Nov-16,119019 kms,2nd owner,3500,CNG,6.8,JU Kanagawa
Mazda Demio,31-Mar-02,56194 kms,1st owner,4000,Diesel,16.8,NTAA Tokyo
Toyota Vitz,12-Aug-96,62250 kms,2nd owner,2500,CNG,26.8,SAA Sapporo
Honda Odyssey,23-Jun-99,38953 kms,2nd owner,660,Diesel,16.8,HERO Saitama
Honda CR-V,19-Dec-01,9344 kms,3rd owner,2000,Gasoline,6.8,GAO! Nagoya
Honda Civic,07-Dec-08,139353 kms,2nd owner,2000,Electric,6.8,USS Tokyo
Daihatsu Move,21-Oct-06,57584 kms,2nd owner,2000,Electric,6.8,RAA Ryutsu
Mitsubishi Lancer,15-Mar-20,275433 kms,4th owner,2500,Diesel,26.8,USS Tokyo
Honda Fit,15-Dec-14,111008 kms,3rd owner,4500,Diesel,16.8,KCAA Kyushu
Suzuki Jimny,04-Jul-09,94024 kms,3rd owner,2000,Diesel,16.8,TAA Nagoya
Mitsubishi Pajero,12-Aug-22,125698 kms,3rd owner,3000,Diesel,26.8,SMAP Tokyo
Lexus GX,16-Mar-20,126823 kms,4th owner,2500,Electric,36.8,NAA Osaka
Mazda RX-7,04-Jul-15,127460 kms,4th owner,4000,Diesel,6.8,GNN Osaka
Nissan Skyline,23-Jan-01,73208 kms,3rd owner,2500,CNG,36.8,Honda Auto Auction Fukuoka
Daihatsu Move,03-Oct-13,215371 kms,3rd owner,1500,CNG,16.8,SMAP Tokyo
Toyota Corolla,09-Mar-91,272835 kms,1st owner,1500,Diesel,6.8,HAA Kobe
Lexus GX,20-Feb-09,264124 kms,3rd owner,1500,Gasoline,6.8,HAA Kobe
Toyota Prius,17-Nov-17,84347 kms,3rd owner,1500,Hybrid,46.8,KIX Kansai
Honda CR-V,23-Jul-07,233774 kms,2nd owner,1500,Gasoline,6.8,KIX Kansai
Honda Fit,23-Nov-05,94116 kms,2nd owner,1500,Hybrid,46.8,KIX Kansai
Honda Odyssey,19-Feb-20,227621 kms,2nd owner,2000,CNG,16.8,JU Kanagawa
Suzuki Jimny,17-Sep-95,85473 kms,3rd owner,3000,Electric,26.8,USS Tokyo
Toyota Vitz,02-Oct-12,147483 kms,2nd owner,2000,CNG,16.8,GNN Osaka
Daihatsu Tanto,29-Sep-14,248952 kms,2nd owner,2000,CNG,6.8,LAA Kansai
Nissan Note,28-Aug-92,218592 kms,1st owner,3500,Electric,6.8,CAA Chubu
Mazda CX-5,27-May-93,172515 kms,3rd owner,3500,Diesel,6.8,RAA Ryutsu
Mazda Axela,24-Dec-07,243769 kms,2nd owner,3500,Hybrid,56.8,CAA Chubu
Honda CR-V,03-Apr-10,131955 kms,1st owner,2000,Gasoline,16.8,HERO Saitama
Mazda CX-5,18-Jan-01,74537 kms,3rd owner,4000,Electric,6.8,KIX Kansai
Toyota Prius,27-Jul-15,7353 kms,3rd owner,2000,Electric,6.8,HERO Saitama
Mitsubishi Lancer,09-Nov-09,62954 kms,1st owner,1500,Diesel,6.8,LAA Kansai
Honda CR-V,26-Jan-97,87494 kms,4th owner,3000,CNG,26.8,Honda Auto Auction Fukuoka
Nissan X-Trail,17-May-22,99695 kms,1st owner,660,Gasoline,6.8,USS Tokyo
Suzuki Vitara,09-Apr-04,67742 kms,3rd owner,3000,Hybrid,66.8,Honda Auto Auction Fukuoka
Lexus ES,28-Dec-20,170510 kms,2nd owner,2000,CNG,6.8,RAA Ryutsu
Mazda Demio,27-Sep-15,194619 kms,3rd owner,2000,Hybrid,46.8,KIX Kansai
Lexus RX,21-Oct-18,7366 kms,4th owner,1500,Electric,6.8,CAA Chubu
Lexus ES,31-Aug-99,233716 kms,1st owner,1500,CNG,16.8,SMAP Tokyo
Toyota Crown,17-Oct-15,123825 kms,1st owner,2500,CNG,36.8,CAA Chubu
Daihatsu Mira,24-May-99,213307 kms,2nd owner,1500,Electric,16.8,ONAA Osaka
Mitsubishi Lancer,14-Oct-96,268273 kms,2nd owner,2500,Hybrid,76.8,Honda Auto Auction Fukuoka
Subaru Legacy,12-Apr-22,173880 kms,4th owner,4000,Diesel,16.8,LAA Kansai
Honda Accord,11-Jul-05,131382 kms,1st owner,4500,CNG,16.8,GNN Osaka
Lexus ES,08-Dec-20,181698 kms,4th owner,4000,Diesel,16.8,KIX Kansai
Mitsubishi Mirage,29-Oct-15,270472 kms,2nd owner,1500,Gasoline,16.8,NTAA Tokyo
Suzuki Vitara,05-Apr-12,212344 kms,1st owner,2500,Electric,36.8,Honda Auto Auction Fukuoka
Honda Fit,31-Dec-15,154690 kms,4th owner,2000,Hybrid,56.8,TAA Nagoya
Mazda CX-5,29-Sep-91,164591 kms,4th owner,2000,CNG,16.8,TAA Nagoya
Nissan X-Trail,29-Aug-17,30813 kms,1st owner,3500,Hybrid,46.8,HERO Saitama
Subaru BRZ,16-Jul-10,113946 kms,2nd owner,3000,Diesel,36.8,LAA Kansai
Nissan Skyline,02-Nov-95,79760 kms,2nd owner,1500,Diesel,6.8,Honda Auto Auction Fukuoka
Subaru Legacy,24-Jan-94,163748 kms,2nd owner,3000,Electric,26.8,ONAA Osaka
Lexus IS,30-Jul-22,162505 kms,4th owner,2000,CNG,6.8,CAA Chubu
Honda Odyssey,23-May-13,25784 kms,4th owner,4000,Electric,6.8,ONAA Osaka
Subaru BRZ,30-Nov-11,106264 kms,2nd owner,4000,Hybrid,56.8,HERO Saitama
Toyota Vitz,13-Dec-94,208081 kms,1st owner,2500,Electric,36.8,NTAA Tokyo
Subaru Impreza,03-May-19,45948 kms,4th owner,3000,Hybrid,66.8,KIX Kansai
Subaru Legacy,07-Mar-19,225419 kms,1st owner,1500,Hybrid,46.8,JU Kanagawa
Daihatsu Tanto,09-Aug-01,25557 kms,2nd owner,660,CNG,6.8,USS Tokyo
Toyota Camry,09-Aug-20,288281 kms,3rd owner,1500,CNG,6.8,HERO Saitama
Toyota Crown,23-Sep-91,76995 kms,4th owner,2500,Diesel,26.8,HERO Saitama
Suzuki Jimny,18-Jan-05,40791 kms,2nd owner,1500,Hybrid,46.8,JU Kanagawa
Mazda RX-7,07-Jun-17,26146 kms,2nd owner,2000,Gasoline,16.8,IMA East
Mitsubishi Mirage,16-Feb-20,99034 kms,4th owner,4000,Hybrid,46.8,SMAP Tokyo
Suzuki Vitara,10-Jan-20,141160 kms,3rd owner,1500,Gasoline,16.8,HAA Kobe
Nissan Altima,31-Dec-12,212739 kms,3rd owner,1500,Diesel,16.8,USS Tokyo
Lexus RX,10-Dec-06,184162 kms,3rd owner,3000,Gasoline,36.8,GAO! Nagoya
Honda Fit,06-Feb-02,35929 kms,3rd owner,4000,CNG,16.8,NAA Osaka
Daihatsu Hijet,26-Aug-12,236235 kms,1st owner,3500,Hybrid,46.8,Honda Auto Auction Fukuoka
Mitsubishi Lancer,10-Sep-07,229036 kms,4th owner,2500,CNG,36.8,HERO Saitama
Toyota Land Cruiser,14-Jun-02,16187 kms,4th owner,1500,Hybrid,46.8,USS Tokyo
Toyota Camry,01-Jan-91,237628 kms,2nd owner,3500,Electric,6.8,JU Kanagawa
Mitsubishi Pajero,23-Jun-22,145118 kms,2nd owner,2500,Diesel,36.8,HAA Kobe
Mitsubishi Mirage,05-Aug-91,48298 kms,2nd owner,2500,Diesel,26.8,NTAA Tokyo
Toyota Corolla,05-Feb-02,149522 kms,2nd owner,1500,CNG,16.8,NTAA Tokyo
Honda Accord,09-Dec-90,293821 kms,1st owner,3500,Gasoline,16.8,CAA Chubu
Honda Civic,14-Apr-09,10804 kms,3rd owner,3500,Diesel,16.8,HERO Saitama
Toyota Crown,12-Nov-07,10988 kms,3rd owner,2000,Hybrid,46.8,Honda Auto Auction Fukuoka
Toyota Land Cruiser,10-Aug-10,37143 kms,3rd owner,4000,Diesel,16.8,Honda Auto Auction Fukuoka
Honda Civic,03-Jan-90,42399 kms,1st owner,3500,Hybrid,56.8,JU Kanagawa
Daihatsu Move,16-Feb-18,253312 kms,3rd owner,2000,Hybrid,46.8,NTAA Tokyo
Suzuki Swift,23-Nov-90,243571 kms,4th owner,1500,Gasoline,6.8,LAA Kansai
Suzuki Jimny,25-Feb-05,198064 kms,3rd owner,2000,Electric,6.8,GNN Osaka
Suzuki Alto,15-Dec-06,260130 kms,1st owner,1500,Hybrid,46.8,NTAA Tokyo
Daihatsu Move,17-Dec-98,104771 kms,1st owner,2500,Hybrid,66.8,GAO! Nagoya
Lexus IS,12-Nov-91,98387 kms,3rd owner,3500,Electric,16.8,NTAA Tokyo
Subaru Impreza,01-Aug-14,247867 kms,3rd owner,1500,Hybrid,46.8,ONAA Osaka
Subaru BRZ,22-Jun-92,89876 kms,4th owner,3500,Diesel,6.8,HAA Kobe
Suzuki Swift,26-Feb-08,65872 kms,2nd owner,2000,Electric,6.8,GAO! Nagoya
Toyota Land Cruiser,27-Dec-02,214204 kms,3rd owner,1500,Diesel,16.8,CAA Chubu
Mazda CX-5,25-Aug-97,246095 kms,1st owner,2000,Gasoline,16.8,KCAA Kyushu
Toyota Hiace,08-Oct-99,257907 kms,2nd owner,3500,Hybrid,56.8,NTAA Tokyo
Mazda Axela,06-Aug-98,77329 kms,4th owner,2000,CNG,6.8,IMA East
Suzuki Alto,19-Feb-11,169082 kms,4th owner,3000,CNG,26.8,JU Kanagawa
Toyota Vitz,23-Oct-03,275730 kms,2nd owner,1500,Electric,6.8,USS Tokyo
Daihatsu Hijet,22-May-09,187492 kms,1st owner,3000,CNG,26.8,JU Kanagawa
Subaru Impreza,13-Dec-05,45806 kms,1st owner,4500,Gasoline,6.8,HERO Saitama
Honda CR-V,30-Jun-92,11180 kms,1st owner,3500,Diesel,16.8,HERO Saitama
Daihatsu Tanto,18-Jun-19,139670 kms,2nd owner,4500,CNG,16.8,HAA Kobe
Nissan Patrol,10-Sep-96,117268 kms,1st owner,2500,Electric,36.8,USS Tokyo
Nissan Note,13-Jun-03,291432 kms,1st owner,4000,Electric,16.8,TAA Nagoya
Lexus GX,16-Mar-07,137110 kms,3rd owner,2500,CNG,26.8,NTAA Tokyo
Daihatsu Mira,28-Oct-04,218204 kms,4th owner,4500,Gasoline,16.8,JU Kanagawa
Mitsubishi Pajero,13-May-10,51278 kms,3rd owner,1500,Electric,16.8,JU Kanagawa
Mitsubishi Pajero,11-Sep-15,168715 kms,4th owner,1500,Gasoline,6.8,CAA Chubu
Toyota Vitz,04-Jul-08,151600 kms,2nd owner,1500,Hybrid,46.8,KCAA Kyushu
Honda Fit,31-Oct-05,125350 kms,4th owner,2500,Gasoline,36.8,ONAA Osaka
Honda Civic,25-Feb-17,281703 kms,4th owner,4500,Hybrid,46.8,HERO Saitama
Toyota Camry,17-Nov-22,13147 kms,2nd owner,2500,Gasoline,26.8,GNN Osaka
Suzuki Jimny,12-Aug-21,271186 kms,2nd owner,4000,Gasoline,16.8,USS Tokyo
Lexus GX,25-Jul-01,263066 kms,4th owner,1500,Gasoline,16.8,KCAA Kyushu
Lexus RX,04-May-02,118476 kms,3rd owner,4500,Gasoline,16.8,HAA Kobe
Subaru Outback,11-Apr-21,124257 kms,1st owner,2000,Electric,16.8,Honda Auto Auction Fukuoka
Subaru Impreza,14-Sep-09,265213 kms,4th owner,4000,Hybrid,46.8,RAA Ryutsu
Mitsubishi Lancer,18-Mar-01,66088 kms,1st owner,660,Gasoline,16.8,RAA Ryutsu
Lexus RX,11-Apr-06,130961 kms,2nd owner,1500,Hybrid,46.8,ONAA Osaka
Subaru Impreza,22-Nov-09,290583 kms,2nd owner,1500,Electric,6.8,HAA Kobe
Honda Civic,04-Feb-97,31595 kms,4th owner,1500,Hybrid,56.8,GAO! Nagoya
Nissan Skyline,07-May-22,165684 kms,4th owner,3000,Gasoline,36.8,KIX Kansai
Subaru Legacy,31-Mar-13,140548 kms,4th owner,3000,Electric,26.8,GNN Osaka
Honda Accord,08-May-12,212749 kms,1st owner,3500,Gasoline,16.8,IMA East
Mitsubishi Mirage,23-Sep-90,229080 kms,3rd owner,1500,Electric,6.8,HERO Saitama
Honda Odyssey,29-Jan-19,164873 kms,4th owner,3500,Gasoline,16.8,USS Tokyo
Mitsubishi Mirage,08-Sep-11,37861 kms,2nd owner,660,Diesel,16.8,KIX Kansai
Daihatsu Hijet,03-Aug-01,283121 kms,4th owner,2000,Gasoline,16.8,IMA East
Nissan GTR,29-May-10,104147 kms,3rd owner,3500,Gasoline,16.8,SAA Sapporo
Suzuki Alto,12-Apr-91,129045 kms,2nd owner,3000,Electric,26.8,GAO! Nagoya
Mazda RX-7,09-Sep-14,294743 kms,2nd owner,2500,Electric,26.8,IMA East
Suzuki Vitara,31-Dec-02,258512 kms,4th owner,2000,Diesel,16.8,JU Kanagawa
Subaru Impreza,26-Oct-10,119376 kms,3rd owner,1500,Gasoline,6.8,SMAP Tokyo
Mazda CX-5,07-May-19,230589 kms,1st owner,4000,Gasoline,6.8,HAA Kobe
Honda Accord,19-Aug-15,93346 kms,1st owner,4000,Diesel,16.8,GNN Osaka
Lexus IS,29-Jun-18,268966 kms,4th owner,1500,Electric,6.8,GNN Osaka
Lexus GX,09-Jun-14,129160 kms,3rd owner,4000,CNG,16.8,NAA Osaka
Toyota Vitz,26-Feb-09,281322 kms,1st owner,3500,Hybrid,56.8,TAA Nagoya
Mitsubishi Lancer,11-Jul-09,206699 kms,3rd owner,2500,CNG,26.8,NAA Osaka
Subaru Outback,07-Apr-15,138915 kms,4th owner,2000,Gasoline,16.8,Honda Auto Auction Fukuoka
Mitsubishi Lancer,13-Nov-96,154515 kms,3rd owner,1500,Diesel,6.8,SMAP Tokyo
Daihatsu Move,17-Apr-93,270257 kms,1st owner,3500,Electric,16.8,NAA Osaka
Lexus RX,07-Aug-05,199137 kms,4th owner,3000,Gasoline,26.8,RAA Ryutsu
Subaru Outback,20-Jul-09,153833 kms,4th owner,3500,Electric,6.8,KIX Kansai
Subaru BRZ,15-Feb-17,119284 kms,4th owner,2500,CNG,26.8,KCAA Kyushu
Honda Civic,23-Mar-94,255844 kms,3rd owner,1500,Electric,16.8,KIX Kansai
Daihatsu Hijet,17-Sep-08,165464 kms,2nd owner,660,CNG,6.8,LAA Kansai
Nissan Altima,20-Aug-93,284380 kms,4th owner,3500,CNG,6.8,SMAP Tokyo
Suzuki Alto,12-Nov-09,152780 kms,3rd owner,3500,Gasoline,16.8,SMAP Tokyo
Mazda Demio,16-May-98,37378 kms,4th owner,1500,CNG,6.8,IMA East
Honda CR-V,10-Nov-01,12186 kms,2nd owner,3000,CNG,36.8,GNN Osaka
Suzuki Alto,03-Nov-18,299500 kms,4th owner,4000,Electric,6.8,JU Kanagawa
Daihatsu Hijet,17-Nov-07,97993 kms,3rd owner,2000,Diesel,6.8,KIX Kansai
Subaru BRZ,04-Jan-15,172483 kms,2nd owner,3500,Diesel,6.8,KCAA Kyushu
Mitsubishi Mirage,25-Mar-11,132175 kms,3rd owner,2500,Diesel,36.8,SAA Sapporo
Mazda Demio,10-Mar-91,158990 kms,1st owner,3000,Diesel,26.8,LAA Kansai
Toyota Prius,11-Feb-99,38485 kms,4th owner,4000,Hybrid,46.8,KCAA Kyushu
Mitsubishi Mirage,24-Jan-09,114713 kms,3rd owner,4000,Diesel,6.8,USS Tokyo
Mitsubishi Mirage,09-Sep-15,92920 kms,2nd owner,3000,Hybrid,76.8,Honda Auto Auction Fukuoka
Lexus IS,19-Jul-93,219932 kms,1st owner,3000,Electric,36.8,SAA Sapporo
Mazda Demio,22-Apr-99,226320 kms,1st owner,660,Diesel,6.8,KIX Kansai
Toyota Prius,21-Jun-11,145524 kms,4th owner,3000,Diesel,26.8,GAO! Nagoya
Mazda Demio,07-Sep-12,213861 kms,3rd owner,660,Electric,16.8,NAA Osaka
Mazda Demio,18-May-04,49896 kms,3rd owner,4000,CNG,6.8,LAA Kansai
Suzuki Jimny,28-Feb-93,50519 kms,1st owner,3500,CNG,16.8,HERO Saitama
Mitsubishi Lancer,13-Nov-96,75534 kms,2nd owner,4000,Hybrid,56.8,SAA Sapporo
Toyota Hiace,20-Oct-17,172468 kms,4th owner,4000,Diesel,16.8,LAA Kansai
Toyota Hiace,31-May-02,229312 kms,4th owner,4000,Electric,16.8,JU Kanagawa
Subaru BRZ,04-May-04,122697 kms,4th owner,2000,Hybrid,46.8,IMA East
Nissan X-Trail,04-Aug-93,161935 kms,3rd owner,2000,Hybrid,56.8,CAA Chubu
Mazda CX-5,26-Jan-06,52084 kms,4th owner,1500,Hybrid,56.8,HERO Saitama
Daihatsu Mira,26-Apr-07,174710 kms,2nd owner,660,Electric,16.8,KCAA Kyushu
Mitsubishi Pajero,31-Dec-18,287795 kms,4th owner,2500,Diesel,26.8,TAA Nagoya
Mitsubishi Mirage,20-Jun-92,208009 kms,2nd owner,1500,Diesel,6.8,SMAP Tokyo
Honda CR-V,25-Mar-91,86404 kms,3rd owner,660,Diesel,16.8,IMA East
Toyota Vitz,16-Jul-13,292786 kms,3rd owner,2000,CNG,6.8,TAA Nagoya
Nissan Note,16-Oct-15,161769 kms,4th owner,4000,Hybrid,56.8,Honda Auto Auction Fukuoka
Lexus ES,24-Mar-11,248009 kms,2nd owner,3500,Diesel,6.8,LAA Kansai
Mazda CX-5,09-Feb-91,143778 kms,2nd owner,4000,Diesel,16.8,JU Kanagawa
Toyota Crown,31-Oct-07,162875 kms,4th owner,2000,Hybrid,56.8,Honda Auto Auction Fukuoka
Mitsubishi Lancer,12-Feb-11,101191 kms,1st owner,2000,CNG,16.8,KIX Kansai
Mitsubishi Pajero,23-Oct-05,93424 kms,4th owner,2000,Electric,16.8,HERO Saitama
Subaru Impreza,14-Aug-13,139280 kms,3rd owner,3000,CNG,26.8,HERO Saitama
Lexus RX,10-Jan-17,140476 kms,2nd owner,4000,Hybrid,46.8,NTAA Tokyo
Daihatsu Hijet,06-Sep-04,14841 kms,3rd owner,2000,CNG,6.8,USS Tokyo
Subaru Outback,06-Sep-08,42628 kms,2nd owner,2500,CNG,36.8,JU Kanagawa
Suzuki Alto,27-Sep-91,44005 kms,4th owner,3000,Hybrid,66.8,NTAA Tokyo
Mitsubishi Lancer,30-Sep-15,146741 kms,3rd owner,660,Diesel,6.8,SMAP Tokyo
Daihatsu Tanto,20-Feb-08,25627 kms,2nd owner,3500,Diesel,16.8,TAA Nagoya
Mazda Axela,08-Jan-13,67895 kms,3rd owner,2500,Gasoline,36.8,RAA Ryutsu
Mitsubishi Lancer,25-Aug-98,212540 kms,4th owner,2000,Diesel,16.8,NAA Osaka
Subaru Impreza,04-Sep-10,280663 kms,1st owner,2000,Hybrid,56.8,TAA Nagoya
Subaru Outback,11-Feb-10,63690 kms,1st owner,3000,Diesel,26.8,HERO Saitama
Mazda Axela,22-Aug-05,187910 kms,4th owner,2500,CNG,26.8,RAA Ryutsu
Mazda Demio,14-Nov-99,295998 kms,1st owner,2500,Electric,36.8,NAA Osaka
Suzuki Jimny,18-Aug-11,67228 kms,4th owner,4000,Gasoline,6.8,GAO! Nagoya
Mazda Demio,28-Mar-19,77736 kms,1st owner,4000,CNG,16.8,USS Tokyo
Nissan GTR,29-Mar-97,29123 kms,3rd owner,1500,CNG,16.8,Honda Auto Auction Fukuoka
Lexus GX,16-Mar-14,165571 kms,1st owner,1500,Gasoline,6.8,SMAP Tokyo
Suzuki Jimny,22-Dec-08,231623 kms,3rd owner,2000,Electric,16.8,Honda Auto Auction Fukuoka
Suzuki Vitara,24-Nov-03,16218 kms,4th owner,2000,Electric,16.8,GNN Osaka
Suzuki Alto,22-Apr-95,5126 kms,1st owner,2000,CNG,6.8,SAA Sapporo
Toyota Prius,20-Mar-12,7643 kms,2nd owner,2000,Hybrid,56.8,HAA Kobe
Mazda CX-5,01-Mar-08,140920 kms,1st owner,660,CNG,16.8,NTAA Tokyo
Mitsubishi Pajero,02-Jul-96,121779 kms,3rd owner,3000,Hybrid,76.8,GAO! Nagoya
Toyota Prius,01-Mar-18,65736 kms,1st owner,2000,Hybrid,46.8,JU Kanagawa
Toyota Prius,10-Jan-90,213269 kms,1st owner,4000,Electric,6.8,JU Kanagawa
Subaru Outback,07-Dec-15,65993 kms,1st owner,3000,Electric,36.8,IMA East
Mazda RX-7,10-Dec-20,237728 kms,2nd owner,1500,Diesel,16.8,HAA Kobe
Honda Fit,06-Jun-90,32193 kms,2nd owner,2500,Gasoline,26.8,GNN Osaka
Subaru Impreza,21-May-20,282424 kms,4th owner,2000,Gasoline,16.8,SMAP Tokyo
Mitsubishi Lancer,13-Oct-17,84770 kms,3rd owner,3000,Gasoline,26.8,GAO! Nagoya
Mazda Axela,31-Mar-99,217754 kms,2nd owner,4000,Electric,16.8,Honda Auto Auction Fukuoka
Daihatsu Move,17-Jan-11,200450 kms,1st owner,1500,Hybrid,56.8,GNN Osaka
Suzuki Alto,30-Sep-15,269725 kms,2nd owner,2500,CNG,26.8,USS Tokyo
Mazda Demio,05-Jun-01,156008 kms,2nd owner,660,Electric,6.8,KCAA Kyushu
Suzuki Swift,21-Apr-95,128844 kms,4th owner,4000,Hybrid,46.8,SAA Sapporo
Subaru Legacy,26-Oct-03,253759 kms,2nd owner,1500,Diesel,16.8,SMAP Tokyo
Nissan Skyline,21-Jul-97,16418 kms,1st owner,3500,Electric,6.8,SAA Sapporo
Mitsubishi Mirage,25-May-20,232225 kms,2nd owner,3000,CNG,26.8,KIX Kansai
Nissan Patrol,08-May-21,109210 kms,2nd owner,3000,CNG,26.8,KCAA Kyushu
Daihatsu Tanto,25-Oct-14,286009 kms,1st owner,2500,CNG,26.8,RAA Ryutsu
Mitsubishi Mirage,16-Oct-18,5783 kms,2nd owner,1500,Hybrid,46.8,JU Kanagawa
Mazda Demio,28-Feb-92,209457 kms,2nd owner,2000,CNG,6.8,IMA East
Mitsubishi Lancer,22-Dec-08,295187 kms,3rd owner,3500,Hybrid,56.8,KIX Kansai
Toyota Vitz,10-Mar-14,280185 kms,3rd owner,3500,Diesel,6.8,USS Tokyo
Suzuki Swift,30-Sep-92,141600 kms,2nd owner,2000,Gasoline,6.8,HAA Kobe
Daihatsu Tanto,20-Nov-13,23152 kms,1st owner,2000,Hybrid,46.8,NAA Osaka
Nissan X-Trail,15-Dec-02,67849 kms,2nd owner,1500,Electric,6.8,TAA Nagoya
Daihatsu Tanto,29-Jan-97,110776 kms,4th owner,1500,CNG,6.8,GNN Osaka
Nissan Altima,21-Feb-17,246654 kms,1st owner,2000,Electric,16.8,HAA Kobe
